Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir /app/locale with glob **/*.mo.
Watching dir /app/taskmanager/tasks/locale with glob **/*.mo.
File /usr/local/lib/python3.10/email/charset.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/inspect.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/views/generic/edit.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/gettext.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/views/decorators/debug.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/datetime.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/ntpath.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/wsgiref/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/wsgi.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/mixins.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_decimal.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260549.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sites/shortcuts.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/checks.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/utils.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/_distutils_hack/__init__.py first seen with mtime 1742260571.0
File /usr/local/lib/python3.10/enum.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/ipaddress.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/files.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/choices.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/handlers/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/servers/basehttp.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/policy.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/management/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/os.py first seen with mtime 1742260550.0
File /app/taskmanager/tasks/apps.py first seen with mtime 1742669987.6440299
File /usr/local/lib/python3.10/site-packages/django/core/checks/async_checks.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/management/commands/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/codecs.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/shutil.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/operations/fields.py first seen with mtime 1742674086.0
File /app/taskmanager/__init__.py first seen with mtime 1742669987.643687
File /usr/local/lib/python3.10/uu.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/headerregistry.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/_compression.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_lzma.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260534.0
File /usr/local/lib/python3.10/site-packages/colorama/__init__.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/site-packages/django/dispatch/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/difflib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/sqlparse/utils.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/asyncio/base_events.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/pathlib.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/translation/trans_real.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/state.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/exceptions.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/subqueries.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/models.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/encodings/aliases.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/socket.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/mail/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/migration.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/html/parser.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/management/commands/runserver.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/contentmanager.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/urllib/parse.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/timezone.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/views/decorators/cache.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/views.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/operator.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/aggregates.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/encoders.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/operations.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/secrets.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/operations/models.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_zoneinfo.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260527.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/decorators.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/logging/handlers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/operations/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/shortcuts.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/subprocess.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_sha512.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260532.0
File /usr/local/lib/python3.10/http/cookies.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/management/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/management/commands/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/filters.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/template/loader_tags.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/signals.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/related.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/re.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/loaders/app_directories.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/base_subprocess.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/utils/asyncio.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/urllib/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/exceptions.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/apps.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/asyncio/sslproto.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/proxy.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/forms/renderers.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/urllib/error.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/concurrent/futures/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/urls.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/templatetags/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/apps.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/http/client.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/colorama/win32.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/site-packages/psycopg2/_range.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/core/validators.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/heapq.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/files/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/io.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/datetime.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/bisect.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/widgets.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/urllib/response.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/signing.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/admin.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/operations.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_bisect.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260526.0
File /usr/local/lib/python3.10/site-packages/django/db/models/constraints.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/connection.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/tokenize.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/forms.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/zoneinfo/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/serializers/python.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/base64mime.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/importlib/util.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/operations/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/deletion.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sites/requests.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/cache/backends/locmem.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/schema.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/threads.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/cache/backends/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/psycopg2/sql.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/urls/exceptions.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/timesince.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/linecache.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/http/cookie.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/_weakrefset.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/compatibility/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/mime/message.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/introspection.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/wsgiref/simple_server.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_ctypes.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260540.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/sites.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site.py first seen with mtime 1742260550.0
File /app/taskmanager/tasks/models.py first seen with mtime 1742669987.644248
File /usr/local/lib/python3.10/hmac.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/servers/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/handlers/asgi.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/functions/math.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/signals.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/functools.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/management/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/registry.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/library.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/views/generic/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/glob.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/streams.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/files/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/views.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/_collections_abc.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/middleware/cache.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/functional.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/decimal.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/helpers.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/psycopg2/__init__.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/views/decorators/common.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/management/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/pprint.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_posixsubprocess.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260529.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/security/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/json/decoder.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/socketserver.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/gzip.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/utils/translation/reloader.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/string.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/binascii.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260534.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/schema.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/encoding.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/asgiref/local.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/sqlparse/cli.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/ctypes/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/contextvars.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/options.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/aligned_indent.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/middleware.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/core/files/images.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/backends/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/apps.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/forms/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/others.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/asgiref/sync.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/encodings/utf_8.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/views/decorators/csrf.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/_compat_pickle.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/files/uploadhandler.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/termios.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260533.0
File /usr/local/lib/python3.10/wsgiref/headers.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/parser.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/actions.py first seen with mtime 1742674085.0
File /app/taskmanager/tasks/__init__.py first seen with mtime 1742669987.6439002
File /usr/local/lib/python3.10/site-packages/django/views/generic/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/numberformat.py first seen with mtime 1742674086.0
File /app/manage.py first seen with mtime 1742669987.643438
File /usr/local/lib/python3.10/site-packages/django/db/backends/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/asgiref/current_thread_executor.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/models.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/core/serializers/json.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/handlers/exception.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/templatetags/tz.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/mixins.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/defaultfilters.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/dis.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/posixpath.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/colorama/initialise.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/lib-dynload/_socket.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260533.0
File /usr/local/lib/python3.10/site-packages/django/views/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/tree.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/selector_events.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/backends.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/urllib/request.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/translation.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_pickle.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260531.0
File /usr/local/lib/python3.10/site-packages/django/core/checks/model_checks.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_json.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260528.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/views.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/copyreg.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/files/locks.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/files/move.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/backends/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/formatter.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/urls/converters.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_heapq.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260526.0
File /usr/local/lib/python3.10/signal.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/urls/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/base_futures.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/token.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/mime/nonmultipart.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/mail/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/middleware/common.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/stringprep.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/migrations/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0011_update_proxy_permissions.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/encodings/idna.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/migrations/0003_logentry_add_action_flag_choices.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0009_alter_user_last_name_max_length.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/views/defaults.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/migrations/0001_initial.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/executor.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/migrations/0001_initial.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0004_alter_user_username_opts.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/__init__.py first seen with mtime 1742674085.0
File /app/taskmanager/tasks/migrations/__init__.py first seen with mtime 1742669987.6441636
File /usr/local/lib/python3.10/site-packages/django/db/migrations/graph.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0008_alter_user_username_max_length.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/loader.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/migrations/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0005_alter_user_last_login_null.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/migrations/0002_remove_content_type_name.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0006_require_contenttypes_0002.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/recorder.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/backends/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/middleware/clickjacking.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/backends/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/migrations/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/middleware.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0003_alter_user_email_max_length.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0001_initial.py first seen with mtime 1742674085.0
File /app/taskmanager/wsgi.py first seen with mtime 1742669987.6445386
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0002_alter_permission_name_max_length.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/backends/db.py first seen with mtime 1742674086.0
File /app/taskmanager/tasks/migrations/0001_initial.py first seen with mtime 1742669987.6441317
File /usr/local/lib/python3.10/site-packages/django/contrib/sessions/exceptions.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/migrations/0002_logentry_remove_auto_add.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/migrations/0001_initial.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0012_alter_user_first_name_max_length.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0007_alter_validators_add_error_messages.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/migrations/0010_alter_group_name_max_length.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/compiler.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/conf/urls/__init__.py first seen with mtime 1742674085.0
(0.008) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2025-03-22T21:00:30.093744+00:00'::timestamptz AND "django_session"."session_key" = 'jjstaj226qdqtqg2o2bqw1zqr47ycuo8') LIMIT 21; args=(datetime.datetime(2025, 3, 22, 21, 0, 30, 93744, tzinfo=datetime.timezone.utc), 'jjstaj226qdqtqg2o2bqw1zqr47ycuo8'); alias=default
(0.003) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.002) SELECT COUNT(*) AS "__count" FROM "auth_group"; args=(); alias=default
(0.000) SELECT COUNT(*) AS "__count" FROM "auth_group"; args=(); alias=default
(0.001) SELECT "auth_group"."id", "auth_group"."name" FROM "auth_group" ORDER BY "auth_group"."name" ASC; args=(); alias=default
"GET /admin/auth/group/ HTTP/1.1" 200 8111
"GET /static/admin/css/changelists.css HTTP/1.1" 304 0
"GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
"GET /static/admin/css/responsive.css HTTP/1.1" 304 0
